locationLat,locationLon,roadSize,bedrooms,bathrooms,landArea,price,builtOn
27.666822,85.344299,14,5,3,1095.2,27000000,2019
27.6561677,85.3060365,16,5,5,1437.45,39900000,2019
27.6561677,85.3060365,16,4,4,1711.25,49900000,2019
27.6434777,85.3714959,10,5,3,1437.45,17000000,2019
27.6561677,85.3060365,20,4,4,1129.425,42500000,2019
27.6610859,85.3697455,20,5,4,1711.25,52500000,2019
27.6779107,85.4386219,13,7,3,1711.25,25000000,2017
27.7480708,85.3567416,13,7,5,1437.45,32000000,2022
27.6632,85.36113,18,6,3,1095.2,25000000,2019
27.666822,85.344299,13,4,3,1095.2,23500000,2019
27.7914781,85.37113713193963,20,7,5,1095.2,20000000,2017
27.7354147,85.3221364,13,3,4,1026.75,39000000,2019
27.7780872,85.36232349672666,12,5,5,2053.5,33000000,2019
27.7275896,85.338357,20,6,6,3182.925,85000000,2013
27.7535604,85.3402018,16,4,4,1711.25,60300000,2023
27.666822,85.344299,16,4,2,1060.9750000000001,16500000,2019
27.666822,85.344299,20,4,4,1060.9750000000001,22500000,2019
27.7535604,85.3402018,13,6,5,2121.9500000000003,33000000,2019
27.7361203,85.3473916,16,8,6,3114.475,75000000,2019
27.666822,85.344299,13,5,3,1060.9750000000001,27500000,2020
27.6648498,85.3487309,12,6,5,1095.2,28500000,2020
27.7686237,85.3305739,14,6,5,1369,31500000,2023
27.6632,85.36113,13,7,4,1369,27500000,2016
27.666822,85.344299,13,6,4,1026.75,23500000,2017
27.6233873,85.3486897,20,6,4,1779.7,29000000,2017
27.6632,85.36113,13,6,5,1026.75,25500000,2017
27.666822,85.344299,20,3,4,1369,32500000,2019
27.666822,85.344299,13,5,4,1129.425,27000000,2019
27.666822,85.344299,13,4,4,1060.9750000000001,24500000,2016
27.666822,85.344299,13,5,5,1437.45,29500000,2016
27.6279927,85.3323532,10,5,7,1369,38800000,2015
27.6536719,85.3285101,13,6,3,2053.5,45000000,2017
27.666822,85.344299,13,4,4,787.175,24000000,2016
27.666822,85.344299,13,4,4,752.95,23000000,2016
27.666822,85.344299,13,4,5,1369,26500000,2017
27.6632,85.36113,13,5,4,1403.225,32000000,2019
27.666822,85.344299,13,5,5,1026.75,29000000,2019
27.666822,85.344299,20,6,4,1026.75,27500000,2017
27.6632,85.36113,13,6,6,1095.2,25500000,2016
27.666822,85.344299,13,5,5,1060.9750000000001,27500000,2016
27.666822,85.344299,26,5,4,1095.2,34000000,2019
27.6587407,85.3003249,20,4,4,1095.2,27500000,2019
27.666822,85.344299,20,5,3,1403.225,42500000,2016
27.7352622,85.3182163,13,6,4,1095.2,35500000,2022
27.666822,85.344299,13,6,4,1026.75,27500000,2015
27.6434777,85.3714959,20,6,5,2429.975,59000000,2017
27.6561677,85.3060365,20,4,3,1369,28500000,2019
27.5920585,85.3273921,12,5,3,1369,27500000,2019
